Name,Pos,City,State,Height,Weight,Grade,University,Pos_rank,Reg_rank,State_rank,Year,Team, Reg_rank, State_rank,Stars,School
Junior Sherrill,WR,Nashville,TN,5'10'',180.0,76,Vanderbilt,82,,,2023,Vanderbilt,512,24,,
Dante Kelly,OLB,Itta Bena,MS,6'2'',205.0,76,Vanderbilt,137,,,2023,Vanderbilt,121,3,,
Evan Herrman,DE,Sussex,WI,6'6'',215.0,75,Vanderbilt,191,,,2023,Vanderbilt,,,,
Duran Parish,WR,Biloxi,MS,6'1'',165.0,75,Vanderbilt,97,,,2023,Vanderbilt,,,,
A.J. Newberry,RB,Grand Prairie,TX,5'10'',185.0,75,Vanderbilt,8,,,2023,Vanderbilt,582,37,,
Brock Taylor,K,Knoxville,TN,6'1'',165.0,75,Vanderbilt,112,,,2023,Vanderbilt,,,,
Misael Sandoval,OT,San Diego,CA,6'5'',320.0,74,Vanderbilt,90,,,2023,Vanderbilt,,,,
Cooper Starks,OG,Girard,IL,6'4'',320.0,74,Vanderbilt,119,,,2023,Vanderbilt,756,64,,
Anthony Miles,OG,Birmingham,AL,6'4'',285.0,71,Vanderbilt,50,,,2023,Vanderbilt,761,66,,
Kamrean Johnson,TE,Theodore,AL,6'5'',215.0,71,Vanderbilt,,,,2023,Vanderbilt,,,,
Witt Edwards,ATH,Wagoner,OK,6'5'',200.0,80,Vanderbilt,33,,,2024,Vanderbilt,76,3,,
